t_ms,joyY,joyX,tgtL,actL,thrL,ageL,tgtR,actR,thrR,ageR
7890,0,0,0,0,0,0,0,0,0,9
7900,0,0,0,0,0,10,0,0,0,0
7910,0,0,0,0,0,0,0,0,0,9
7920,0,0,0,0,0,10,0,0,0,0
7930,0,0,0,0,0,0,0,0,0,9
7940,0,0,0,0,0,9,0,0,0,0
7950,0,0,0,0,0,0,0,0,0,10
7960,0,0,0,0,0,9,0,0,0,0
7970,0,0,0,0,0,0,0,0,0,10
7980,0,0,0,0,0,9,0,0,0,0
7990,0,0,0,0,0,0,0,0,0,10
8000,0,0,0,0,0,9,0,0,0,0
8010,0,0,0,0,0,0,0,0,0,10
8020,0,0,0,0,0,9,0,0,0,0
8030,0,0,0,0,0,0,0,0,0,10
8040,0,0,0,0,0,9,0,0,0,0
8050,0,0,0,0,0,0,0,0,0,10
8060,0,0,0,0,0,9,0,0,0,0
8070,0,0,0,0,0,0,0,0,0,10
8080,0,0,0,0,0,9,0,0,0,0
8090,0,0,0,0,0,0,0,0,0,10
8100,0,0,0,0,0,9,0,0,0,0
8110,0,0,0,0,0,0,0,0,0,9
8120,0,0,0,0,0,10,0,0,0,0
8130,0,0,0,0,0,0,0,0,0,9
8140,0,0,0,0,0,10,0,0,0,0
8150,0,0,0,0,0,0,0,0,0,9
8160,0,0,0,0,0,10,0,0,0,0
8170,0,0,0,0,0,0,0,0,0,9
8180,0,0,0,0,0,10,0,0,0,0
8190,0,0,0,0,0,0,0,0,0,9
8200,0,0,0,0,0,9,0,0,0,0
8213,0,0,0,0,0,0,0,0,0,14
8223,0,0,0,0,0,8,0,0,0,0
8233,0,0,0,0,0,0,0,0,0,10
8243,0,0,0,0,0,9,0,0,0,0
8253,0,0,0,0,0,0,0,0,0,10
8263,0,0,0,0,0,9,0,0,0,0
8273,0,0,0,0,0,0,0,0,0,10
8283,0,0,0,0,0,9,0,0,0,0
8293,0,0,0,0,0,0,0,0,0,10
8303,0,0,0,0,0,9,0,0,0,0
8313,0,0,0,0,0,0,0,0,0,10
8323,0,0,0,0,0,9,0,0,0,0
8333,0,0,0,0,0,0,0,0,0,10
8343,0,0,0,0,0,9,0,0,0,0
8353,0,0,0,0,0,0,0,0,0,10
8363,0,0,0,0,0,9,0,0,0,0
8373,0,0,0,0,0,0,0,0,0,10
8383,0,0,0,0,0,9,0,0,0,0
8393,0,0,0,0,0,0,0,0,0,9
8403,0,0,0,0,0,10,0,0,0,0
8413,0,0,0,0,0,0,0,0,0,9
8423,0,0,0,0,0,10,0,0,0,0
8433,0,0,0,0,0,0,0,0,0,9
8443,0,0,0,0,0,10,0,0,0,0
8453,0,0,0,0,0,0,0,0,0,9
8463,0,0,0,0,0,10,0,0,0,0
8473,0,0,0,0,0,0,0,0,0,9
8483,0,0,0,0,0,9,0,0,0,0
8493,0,0,0,0,0,0,0,0,0,10
8503,0,0,0,0,0,9,0,0,0,0
8513,0,0,0,0,0,0,0,0,0,10
8523,0,0,0,0,0,9,0,0,0,0
8533,0,0,0,0,0,0,0,0,0,10
8543,0,0,0,0,0,9,0,0,0,0
8553,0,0,0,0,0,0,0,0,0,10
8563,0,0,0,0,0,9,0,0,0,0
8573,0,0,0,0,0,0,0,0,0,10
8583,0,0,0,0,0,9,0,0,0,0
8593,0,0,0,0,0,0,0,0,0,10
8603,0,0,0,0,0,9,0,0,0,0
8613,0,0,0,0,0,0,0,0,0,10
8623,0,0,0,0,0,9,0,0,0,0
8633,0,0,0,0,0,0,0,0,0,10
8643,0,0,0,0,0,9,0,0,0,0
8653,0,0,0,0,0,0,0,0,0,10
8663,0,0,0,0,0,9,0,0,0,0
8673,0,0,0,0,0,0,0,0,0,9
8683,0,0,0,0,0,10,0,0,0,0
8693,0,0,0,0,0,0,0,0,0,9
8703,0,0,0,0,0,10,0,0,0,0
8716,0,0,50,0,50,0,50,0,50,13
8726,0,0,50,0,50,9,50,0,50,0
8736,0,0,50,0,50,0,50,0,50,9
8746,0,0,50,0,50,9,50,0,50,0
8756,0,0,50,0,50,0,50,0,50,10
8766,0,0,50,0,50,9,50,0,50,0
8776,0,0,50,0,50,0,50,0,50,10
8786,0,0,50,0,50,9,50,0,50,0
8796,0,0,50,0,50,0,50,0,50,10
8806,0,0,50,0,50,9,50,0,50,0
8816,0,0,50,0,50,0,50,0,50,10
8826,0,0,50,0,50,9,50,0,50,0
8836,0,0,50,0,50,0,50,0,50,10
8846,0,0,50,0,50,9,50,0,50,0
8856,0,0,50,0,50,0,50,0,50,10
8866,0,0,50,0,50,9,50,0,50,0
8876,0,0,50,0,50,0,50,0,50,10
8886,0,0,50,0,50,9,50,0,50,0
8896,0,0,50,0,50,0,50,0,50,9
8906,0,0,50,0,50,10,50,0,50,0
8916,0,0,50,0,50,0,50,0,50,9
8926,0,0,50,0,50,10,50,0,50,0
8936,0,0,50,0,50,0,50,0,50,9
8946,0,0,50,0,50,10,50,0,50,0
8956,0,0,50,0,50,0,50,0,50,9
8966,0,0,50,0,50,10,50,0,50,0
8976,0,0,50,0,50,0,50,0,50,9
8986,0,0,50,0,50,10,50,0,50,0
8996,0,0,50,0,50,0,50,0,50,9
9006,0,0,50,0,50,10,50,0,50,0
9016,0,0,50,0,50,0,50,0,50,9
9026,0,0,50,0,50,9,50,0,50,0
9036,0,0,50,0,50,0,50,0,50,10
9046,0,0,50,0,50,9,50,0,50,0
9056,0,0,50,0,50,0,50,0,50,10
9066,0,0,50,0,50,9,50,0,50,0
9076,0,0,50,0,50,0,50,0,50,10
9086,0,0,50,0,50,9,50,0,50,0
9096,0,0,50,0,50,0,50,0,50,10
9106,0,0,50,0,50,9,50,0,50,0
9116,0,0,50,0,50,0,50,0,50,10
9126,0,0,50,0,50,9,50,0,50,0
9136,0,0,50,0,50,0,50,0,50,10
9146,0,0,50,0,50,9,50,0,50,0
9156,0,0,50,0,50,0,50,0,50,10
9166,0,0,50,0,50,9,50,0,50,0
9176,0,0,50,0,50,0,50,0,50,10
9186,0,0,50,0,50,9,50,0,50,0
9196,0,0,50,0,50,0,50,0,50,10
9206,0,0,50,0,50,9,50,0,50,0
9220,0,0,50,0,50,0,50,0,50,14
9230,0,0,50,0,50,9,50,0,50,0
9240,0,0,50,0,50,0,50,0,50,9
9250,0,0,50,0,50,10,50,0,50,0
9260,0,0,50,0,50,0,50,0,50,9
9270,0,0,50,0,50,9,50,0,50,0
9280,0,0,50,0,50,0,50,0,50,10
9290,0,0,50,0,50,9,50,0,50,0
9300,0,0,50,0,50,0,50,0,50,10
9310,0,0,50,0,50,9,50,0,50,0
9320,0,0,50,0,50,0,50,0,50,10
9330,0,0,50,0,50,9,50,0,50,0
9340,0,0,50,0,50,0,50,0,50,10
9350,0,0,50,0,50,9,50,0,50,0
9360,0,0,50,0,50,0,50,0,50,10
9370,0,0,50,0,50,9,50,0,50,0
9380,0,0,50,0,50,0,50,0,50,10
9390,0,0,50,0,50,9,50,0,50,0
9400,0,0,50,0,50,0,50,0,50,10
9410,0,0,50,0,50,9,50,0,50,0
9420,0,0,50,0,50,0,50,0,50,10
9430,0,0,50,0,50,9,50,0,50,0
9440,0,0,50,0,50,0,50,0,50,10
9450,0,0,50,0,50,9,50,0,50,0
9460,0,0,50,0,50,0,50,0,50,10
9470,0,0,50,0,50,9,50,0,50,0
9480,0,0,50,0,50,0,50,0,50,10
9490,0,0,50,0,50,9,50,0,50,0
9500,0,0,50,0,50,0,50,0,50,10
9510,0,0,50,0,50,10,50,0,50,0
9520,0,0,50,0,50,0,50,0,50,9
9530,0,0,50,0,50,10,50,0,50,0
9540,0,0,50,0,50,0,50,0,50,9
9550,0,0,50,0,50,10,50,0,50,0
9560,0,0,50,0,50,0,50,0,50,9
9570,0,0,50,0,50,9,50,0,50,0
9580,0,0,50,0,50,0,50,0,50,10
9590,0,0,50,0,50,9,50,0,50,0
9600,0,0,50,0,50,0,50,0,50,10
9610,0,0,50,0,50,9,50,0,50,0
9620,0,0,50,0,50,0,50,0,50,10
9630,0,0,50,0,50,9,50,0,50,0
9640,0,0,50,0,50,0,50,0,50,10
9650,0,0,50,0,50,9,50,0,50,0
9660,0,0,50,0,50,0,50,0,50,10
9670,0,0,50,0,50,9,50,0,50,0
9680,0,0,50,0,50,0,50,0,50,10
9690,0,0,50,0,50,9,50,0,50,0
9700,0,0,50,0,50,0,50,0,50,10
9710,0,0,100,0,100,9,100,0,100,0
9724,0,0,100,0,100,0,100,0,100,14
9734,0,0,100,0,100,9,100,0,100,0
9744,0,0,100,0,100,0,100,0,100,10
9754,0,0,100,0,100,9,100,0,100,0
9764,0,0,100,0,100,0,100,0,100,10
9774,0,0,100,0,100,9,100,0,100,0
9784,0,0,100,0,100,0,100,0,100,9
9794,0,0,100,0,100,10,100,0,100,0
9804,0,0,100,0,100,0,100,0,100,10
9814,0,0,100,0,100,9,100,0,100,0
9824,0,0,100,0,100,0,100,0,100,9
9834,0,0,100,0,100,9,100,0,100,0
9844,0,0,100,0,100,0,100,0,100,10
9854,0,0,100,0,100,9,100,0,100,0
9864,0,0,100,0,100,0,100,0,100,10
9874,0,0,100,0,100,10,100,60,100,0
9884,0,0,100,60,100,0,100,60,100,10
9894,0,0,100,60,100,10,100,60,100,0
9904,0,0,100,60,100,0,100,60,100,10
9914,0,0,100,60,100,9,100,60,100,0
9924,0,0,100,150,100,0,100,60,100,10
9934,0,0,100,150,100,10,100,240,100,0
9944,0,0,100,150,100,0,100,240,100,10
9954,0,0,100,150,100,10,100,240,100,0
9964,0,0,100,150,100,0,100,240,100,10
9974,0,0,100,150,100,9,100,390,100,0
9984,0,0,100,180,100,0,100,390,100,10
9994,0,0,100,180,100,10,100,390,100,0
10004,0,0,100,180,100,0,100,390,100,10
10014,0,0,100,180,100,10,100,390,100,0
10024,0,0,100,210,100,0,100,390,100,10
10034,0,0,100,210,100,9,100,480,100,0
10044,0,0,100,210,100,0,100,480,100,9
10054,0,0,100,210,100,10,100,480,100,0
10064,0,0,100,210,100,0,100,480,100,10
10074,0,0,100,210,100,9,100,540,100,0
10084,0,0,100,240,100,0,100,540,100,11
10094,0,0,100,240,100,9,100,540,100,0
10104,0,0,100,240,100,0,100,540,100,9
10114,0,0,100,240,100,10,100,540,100,0
10124,0,0,100,270,100,0,100,540,100,9
10134,0,0,100,270,100,9,100,570,100,0
10144,0,0,100,270,100,0,100,570,100,10
10154,0,0,100,270,100,9,100,570,100,0
10164,0,0,100,270,100,0,100,570,100,10
10174,0,0,100,270,100,9,100,570,100,0
10184,0,0,100,270,100,0,100,570,100,10
10194,0,0,100,270,100,10,100,630,100,0
10204,0,0,100,270,100,0,100,630,100,10
10214,0,0,100,270,100,9,100,630,100,0
10227,0,0,100,300,100,0,100,630,100,14
10237,0,0,100,300,100,8,100,660,100,0
10247,0,0,100,300,100,0,100,660,100,10
10257,0,0,100,300,100,10,100,660,100,0
10267,0,0,100,300,100,0,100,660,100,10
10277,0,0,100,300,100,10,100,660,100,0
10287,0,0,100,300,100,0,100,660,100,10
10297,0,0,100,300,100,10,100,720,100,0
10307,0,0,100,300,100,0,100,720,100,9
10317,0,0,100,300,100,10,100,720,100,0
10327,0,0,100,300,100,0,100,720,100,10
10337,0,0,100,300,100,10,100,780,100,0
10347,0,0,100,330,100,0,100,780,100,9
10357,0,0,100,330,100,10,100,780,100,0
10367,0,0,100,330,100,0,100,780,100,9
10377,0,0,100,330,100,10,100,780,100,0
10387,0,0,100,330,100,0,100,780,100,9
10397,0,0,100,330,100,10,100,810,100,0
10407,0,0,100,330,100,0,100,810,100,9
10417,0,0,100,330,100,10,100,810,100,0
10427,0,0,100,330,100,0,100,810,100,9
10437,0,0,100,330,100,9,100,840,100,0
10447,0,0,100,330,100,0,100,840,100,10
10457,0,0,100,330,100,10,100,840,100,0
10467,0,0,100,330,100,0,100,840,100,10
10477,0,0,100,330,100,9,100,840,100,0
10487,0,0,100,330,100,0,100,840,100,10
10497,0,0,100,330,100,9,100,840,100,0
10507,0,0,100,330,100,0,100,840,100,10
10517,0,0,100,330,100,9,100,840,100,0
10527,0,0,100,330,100,0,100,840,100,10
10537,0,0,100,330,100,9,100,840,100,0
10547,0,0,100,360,100,0,100,840,100,10
10557,0,0,100,360,100,9,100,840,100,0
10567,0,0,100,360,100,0,100,840,100,10
10577,0,0,100,360,100,9,100,840,100,0
10587,0,0,100,360,100,0,100,840,100,10
10597,0,0,100,360,100,9,100,840,100,0
10607,0,0,100,360,100,0,100,840,100,10
10617,0,0,100,360,100,9,100,840,100,0
10627,0,0,100,360,100,0,100,840,100,9
10637,0,0,100,360,100,10,100,870,100,0
10647,0,0,100,390,100,0,100,870,100,9
10657,0,0,100,390,100,10,100,870,100,0
10667,0,0,100,390,100,0,100,870,100,10
10677,0,0,100,390,100,10,100,870,100,0
10687,0,0,100,390,100,0,100,870,100,10
10697,0,0,100,390,100,9,100,870,100,0
10707,0,0,100,390,100,0,100,870,100,10
10717,0,0,150,390,150,9,150,870,150,0
10730,0,0,150,390,150,0,150,870,150,14
10740,0,0,150,390,150,8,150,900,150,0
10750,0,0,150,390,150,0,150,900,150,10
10760,0,0,150,390,150,9,150,900,150,0
10770,0,0,150,390,150,0,150,900,150,10
10780,0,0,150,390,150,9,150,900,150,0
10790,0,0,150,660,150,0,150,900,150,10
10800,0,0,150,660,150,9,150,1110,150,0
10810,0,0,150,660,150,0,150,1110,150,10
10820,0,0,150,660,150,9,150,1110,150,0
10830,0,0,150,660,150,0,150,1110,150,10
10840,0,0,150,660,150,10,150,1110,150,0
10850,0,0,150,900,150,0,150,1110,150,9
10860,0,0,150,900,150,9,150,1320,150,0
10870,0,0,150,900,150,0,150,1320,150,10
10880,0,0,150,900,150,9,150,1320,150,0
10890,0,0,150,900,150,0,150,1320,150,10
10900,0,0,150,900,150,9,150,1560,150,0
10910,0,0,150,1200,150,0,150,1560,150,10
10920,0,0,150,1200,150,9,150,1560,150,0
10930,0,0,150,1200,150,0,150,1560,150,10
10940,0,0,150,1200,150,9,150,1560,150,0
10950,0,0,150,1410,150,0,150,1560,150,9
10960,0,0,150,1410,150,10,150,1890,150,0
10970,0,0,150,1410,150,0,150,1890,150,10
10980,0,0,150,1410,150,10,150,1890,150,0
10990,0,0,150,1410,150,0,150,1890,150,10
11000,0,0,150,1410,150,10,150,2070,150,0
11010,0,0,150,1620,150,0,150,2070,150,10
11020,0,0,150,1620,150,9,150,2070,150,0
11030,0,0,150,1620,150,0,150,2070,150,10
11040,0,0,150,1620,150,9,150,2070,150,0
11050,0,0,150,1770,150,0,150,2070,150,10
11060,0,0,150,1770,150,9,150,2250,150,0
11070,0,0,150,1770,150,0,150,2250,150,10
11080,0,0,150,1770,150,9,150,2250,150,0
11090,0,0,150,1770,150,0,150,2250,150,10
11100,0,0,150,1770,150,10,150,2340,150,0
11110,0,0,150,1890,150,0,150,2340,150,10
11120,0,0,150,1890,150,10,150,2340,150,0
11130,0,0,150,1890,150,0,150,2340,150,10
11140,0,0,150,1890,150,9,150,2340,150,0
11150,0,0,150,1980,150,0,150,2340,150,10
11160,0,0,150,1980,150,9,150,2370,150,0
11170,0,0,150,1980,150,0,150,2370,150,10
11180,0,0,150,1980,150,10,150,2370,150,0
11190,0,0,150,1980,150,0,150,2370,150,10
11200,0,0,150,1980,150,10,150,2430,150,0
11210,0,0,150,2100,150,0,150,2430,150,10
11220,0,0,150,2100,150,9,150,2430,150,0
11234,0,0,150,2100,150,0,150,2430,150,14
11244,0,0,150,2100,150,9,150,2430,150,0
11254,0,0,150,2220,150,0,150,2430,150,8
11264,0,0,150,2220,150,10,150,2430,150,0
11274,0,0,150,2220,150,0,150,2430,150,10
11284,0,0,150,2220,150,9,150,2430,150,0
11294,0,0,150,2220,150,0,150,2430,150,10
11304,0,0,150,2220,150,10,150,2460,150,0
11314,0,0,150,2340,150,0,150,2460,150,9
11324,0,0,150,2340,150,9,150,2460,150,0
11334,0,0,150,2340,150,0,150,2460,150,10
11344,0,0,150,2340,150,10,150,2460,150,0
11354,0,0,150,2460,150,0,150,2460,150,10
11364,0,0,150,2460,150,9,150,2490,150,0
11374,0,0,150,2460,150,0,150,2490,150,10
11384,0,0,150,2460,150,9,150,2490,150,0
11394,0,0,150,2460,150,0,150,2490,150,10
11404,0,0,150,2460,150,10,150,2490,150,0
11414,0,0,150,2550,150,0,150,2490,150,10
11424,0,0,150,2550,150,9,150,2490,150,0
11434,0,0,150,2550,150,0,150,2490,150,10
11444,0,0,150,2550,150,9,150,2490,150,0
11454,0,0,150,2610,150,0,150,2490,150,10
11464,0,0,150,2610,150,9,150,2520,150,0
11474,0,0,150,2610,150,0,150,2520,150,10
11484,0,0,150,2610,150,9,150,2520,150,0
11494,0,0,150,2610,150,0,150,2520,150,10
11504,0,0,150,2610,150,10,150,2520,150,0
11514,0,0,150,2640,150,0,150,2520,150,9
11524,0,0,150,2640,150,9,150,2520,150,0
11534,0,0,150,2640,150,0,150,2520,150,10
11544,0,0,150,2640,150,10,150,2520,150,0
11554,0,0,150,2640,150,0,150,2520,150,10
11564,0,0,150,2640,150,9,150,2520,150,0
11574,0,0,150,2640,150,0,150,2520,150,10
11584,0,0,150,2640,150,9,150,2520,150,0
11594,0,0,150,2640,150,0,150,2520,150,10
11604,0,0,150,2640,150,10,150,2520,150,0
11614,0,0,150,2640,150,0,150,2520,150,10
11624,0,0,150,2640,150,9,150,2490,150,0
11634,0,0,150,2640,150,0,150,2490,150,10
11644,0,0,150,2640,150,10,150,2490,150,0
11654,0,0,150,2640,150,0,150,2490,150,10
11664,0,0,150,2640,150,10,150,2460,150,0
11674,0,0,150,2640,150,0,150,2460,150,10
11684,0,0,150,2640,150,9,150,2460,150,0
11694,0,0,150,2640,150,0,150,2460,150,10
11704,0,0,150,2640,150,10,150,2460,150,0
11714,0,0,200,2610,200,0,200,2460,200,9
11724,0,0,200,2610,200,10,200,2490,200,0
11738,0,0,200,2610,200,0,200,2490,200,13
11748,0,0,200,2610,200,10,200,2490,200,0
11758,0,0,200,2610,200,0,200,2490,200,10
11768,0,0,200,2610,200,9,200,2520,200,0
11778,0,0,200,2610,200,0,200,2520,200,10
11788,0,0,200,2610,200,10,200,2520,200,0
11798,0,0,200,2610,200,0,200,2520,200,10
11808,0,0,200,2610,200,10,200,2520,200,0
11818,0,0,200,2670,200,0,200,2520,200,8
11828,0,0,200,2670,200,10,200,2610,200,0
11838,0,0,200,2670,200,0,200,2610,200,10
11848,0,0,200,2670,200,9,200,2610,200,0
11858,0,0,200,2670,200,0,200,2610,200,10
11868,0,0,200,2670,200,10,200,2790,200,0
11878,0,0,200,2820,200,0,200,2790,200,10
11888,0,0,200,2820,200,9,200,2790,200,0
11898,0,0,200,2820,200,0,200,2790,200,10
11908,0,0,200,2820,200,10,200,2790,200,0
11918,0,0,200,3030,200,0,200,2790,200,10
11928,0,0,200,3030,200,10,200,3000,200,0
11938,0,0,200,3030,200,0,200,3000,200,10
11948,0,0,200,3030,200,10,200,3000,200,0
11958,0,0,200,3030,200,0,200,3000,200,10
11968,0,0,200,3030,200,10,200,3330,200,0
11978,0,0,200,3330,200,0,200,3330,200,10
11988,0,0,200,3330,200,9,200,3330,200,0
11998,0,0,200,3330,200,0,200,3330,200,10
12008,0,0,200,3330,200,10,200,3330,200,0
12018,0,0,200,3600,200,0,200,3330,200,10
12028,0,0,200,3600,200,10,200,3600,200,0
12038,0,0,200,3600,200,0,200,3600,200,10
12048,0,0,200,3600,200,10,200,3600,200,0
12058,0,0,200,3600,200,0,200,3600,200,10
12068,0,0,200,3600,200,10,200,3600,200,0
12078,0,0,200,3840,200,0,200,3600,200,9
12088,0,0,200,3840,200,10,200,3870,200,0
12098,0,0,200,3840,200,0,200,3870,200,10
12108,0,0,200,3840,200,10,200,3870,200,0
12118,0,0,200,3840,200,0,200,3870,200,10
12128,0,0,200,3840,200,10,200,4140,200,0
12138,0,0,200,4050,200,0,200,4140,200,10
12148,0,0,200,4050,200,10,200,4140,200,0
12158,0,0,200,4050,200,0,200,4140,200,10
12168,0,0,200,4050,200,10,200,4140,200,0
12178,0,0,200,4230,200,0,200,4140,200,10
12188,0,0,200,4230,200,10,200,4350,200,0
12198,0,0,200,4230,200,0,200,4350,200,10
12208,0,0,200,4230,200,10,200,4350,200,0
12218,0,0,200,4230,200,0,200,4350,200,10
12228,0,0,200,4230,200,10,200,4590,200,0
12242,0,0,200,4260,200,0,200,4590,200,14
12252,0,0,200,4260,200,10,200,4590,200,0
12262,0,0,200,4260,200,0,200,4590,200,10
12272,0,0,200,4260,200,10,200,4590,200,0
12282,0,0,200,4170,200,0,200,4590,200,10
12292,0,0,200,4170,200,10,200,4800,200,0
12302,0,0,200,4170,200,0,200,4800,200,10
12312,0,0,200,4170,200,10,200,4800,200,0
12322,0,0,200,4170,200,0,200,4800,200,10
12332,0,0,200,4170,200,10,200,4950,200,0
12342,0,0,200,4050,200,0,200,4950,200,10
12352,0,0,200,4050,200,10,200,4950,200,0
12362,0,0,200,4050,200,0,200,4950,200,10
12372,0,0,200,4050,200,8,200,4950,200,0
12382,0,0,200,3900,200,0,200,4950,200,10
12392,0,0,200,3900,200,10,200,4980,200,0
12402,0,0,200,3900,200,0,200,4980,200,10
12412,0,0,200,3900,200,10,200,4980,200,0
12422,0,0,200,3900,200,0,200,4980,200,10
12432,0,0,200,3900,200,10,200,4890,200,0
12442,0,0,200,3750,200,0,200,4890,200,10
12452,0,0,200,3750,200,9,200,4890,200,0
12462,0,0,200,3750,200,0,200,4890,200,10
12472,0,0,200,3750,200,10,200,4890,200,0
12482,0,0,200,3630,200,0,200,4890,200,10
12492,0,0,200,3630,200,10,200,4770,200,0
12502,0,0,200,3630,200,0,200,4770,200,10
12512,0,0,200,3630,200,10,200,4770,200,0
12522,0,0,200,3630,200,0,200,4770,200,10
12532,0,0,200,3630,200,10,200,4590,200,0
12542,0,0,200,3540,200,0,200,4590,200,10
12552,0,0,200,3540,200,10,200,4590,200,0
12562,0,0,200,3540,200,0,200,4590,200,10
12572,0,0,200,3540,200,11,200,4590,200,0
12582,0,0,200,3510,200,0,200,4590,200,8
12592,0,0,200,3510,200,10,200,4380,200,0
12602,0,0,200,3510,200,0,200,4380,200,10
12612,0,0,200,3510,200,10,200,4380,200,0
12622,0,0,200,3510,200,0,200,4380,200,10
12632,0,0,200,3510,200,10,200,4170,200,0
12642,0,0,200,3540,200,0,200,4170,200,9
12652,0,0,200,3540,200,10,200,4170,200,0
12662,0,0,200,3540,200,0,200,4170,200,10
12672,0,0,200,3540,200,9,200,4170,200,0
12682,0,0,200,3540,200,0,200,4170,200,10
12692,0,0,200,3540,200,10,200,3990,200,0
12702,0,0,200,3600,200,0,200,3990,200,10
12712,0,0,250,3600,250,10,250,3990,250,0
12722,0,0,250,3600,250,0,250,3990,250,10
12732,0,0,250,3600,250,9,250,3990,250,0
12746,0,0,250,3750,250,0,250,3990,250,14
12756,0,0,250,3750,250,9,250,3870,250,0
12766,0,0,250,3750,250,0,250,3870,250,10
12776,0,0,250,3750,250,10,250,3870,250,0
12786,0,0,250,3990,250,0,250,3870,250,10
12796,0,0,250,3990,250,10,250,3840,250,0
12806,0,0,250,3990,250,0,250,3840,250,10
12816,0,0,250,3990,250,9,250,3840,250,0
12826,0,0,250,3990,250,0,250,3840,250,10
12836,0,0,250,3990,250,10,250,3840,250,0
12846,0,0,250,4350,250,0,250,3840,250,10
12856,0,0,250,4350,250,10,250,3960,250,0
12866,0,0,250,4350,250,0,250,3960,250,10
12876,0,0,250,4350,250,9,250,3960,250,0
12886,0,0,250,4350,250,0,250,3960,250,10
12896,0,0,250,4350,250,10,250,4170,250,0
12906,0,0,250,4830,250,0,250,4170,250,10
12916,0,0,250,4830,250,10,250,4170,250,0
12926,0,0,250,4830,250,0,250,4170,250,10
12936,0,0,250,4830,250,8,250,4170,250,0
12946,0,0,250,5310,250,0,250,4170,250,10
12956,0,0,250,5310,250,10,250,4500,250,0
12966,0,0,250,5310,250,0,250,4500,250,10
12976,0,0,250,5310,250,10,250,4500,250,0
12986,0,0,250,5310,250,0,250,4500,250,10
12996,0,0,250,5310,250,10,250,4860,250,0
13006,0,0,250,5610,250,0,250,4860,250,9
13016,0,0,250,5610,250,10,250,4860,250,0
13026,0,0,250,5610,250,0,250,4860,250,10
13036,0,0,250,5610,250,10,250,4860,250,0
13046,0,0,250,5670,250,0,250,4860,250,10
13056,0,0,250,5670,250,10,250,5250,250,0
13066,0,0,250,5670,250,0,250,5250,250,10
13076,0,0,250,5670,250,10,250,5250,250,0
13086,0,0,250,5670,250,0,250,5250,250,10
13096,0,0,250,5670,250,10,250,5640,250,0
13106,0,0,250,5610,250,0,250,5640,250,10
13116,0,0,250,5610,250,10,250,5640,250,0
13126,0,0,250,5610,250,0,250,5640,250,10
13136,0,0,250,5610,250,10,250,5640,250,0
13146,0,0,250,5460,250,0,250,5640,250,10
13156,0,0,250,5460,250,10,250,5910,250,0
13166,0,0,250,5460,250,0,250,5910,250,10
13176,0,0,250,5460,250,10,250,5910,250,0
13186,0,0,250,5460,250,0,250,5910,250,10
13196,0,0,250,5460,250,9,250,6060,250,0
13206,0,0,250,5220,250,0,250,6060,250,9
13216,0,0,250,5220,250,10,250,6060,250,0
13226,0,0,250,5220,250,0,250,6060,250,10
13236,0,0,250,5220,250,10,250,6060,250,0
13249,0,0,250,5070,250,0,250,6060,250,14
13259,0,0,250,5070,250,9,250,6090,250,0
13269,0,0,250,5070,250,0,250,6090,250,10
13279,0,0,250,5070,250,10,250,6090,250,0
13289,0,0,250,5070,250,0,250,6090,250,9
13299,0,0,250,5070,250,10,250,6060,250,0
13309,0,0,250,5010,250,0,250,6060,250,10
13319,0,0,250,5010,250,10,250,6060,250,0
13329,0,0,250,5010,250,0,250,6060,250,10
13339,0,0,250,5010,250,10,250,6060,250,0
13349,0,0,250,5010,250,0,250,6060,250,10
13359,0,0,250,5010,250,10,250,5970,250,0
13369,0,0,250,5010,250,0,250,5970,250,10
13379,0,0,250,5010,250,10,250,5970,250,0
13389,0,0,250,5010,250,0,250,5970,250,9
13399,0,0,250,5010,250,10,250,5970,250,0
13409,0,0,250,5160,250,0,250,5970,250,10
13419,0,0,250,5160,250,10,250,5940,250,0
13429,0,0,250,5160,250,0,250,5940,250,9
13439,0,0,250,5160,250,10,250,5940,250,0
13449,0,0,250,5160,250,0,250,5940,250,9
13459,0,0,250,5160,250,9,250,5910,250,0
13469,0,0,250,5370,250,0,250,5910,250,9
13479,0,0,250,5370,250,10,250,5910,250,0
13489,0,0,250,5370,250,0,250,5910,250,9
13499,0,0,250,5370,250,10,250,5910,250,0
13509,0,0,250,5550,250,0,250,5910,250,9
13519,0,0,250,5550,250,10,250,5880,250,0
13529,0,0,250,5550,250,0,250,5880,250,9
13539,0,0,250,5550,250,10,250,5880,250,0
13549,0,0,250,5550,250,0,250,5880,250,9
13559,0,0,250,5550,250,10,250,5850,250,0
13569,0,0,250,5610,250,0,250,5850,250,9
13579,0,0,250,5610,250,10,250,5850,250,0
13589,0,0,250,5610,250,0,250,5850,250,9
13599,0,0,250,5610,250,10,250,5850,250,0
13609,0,0,250,5610,250,0,250,5850,250,9
13619,0,0,250,5610,250,10,250,5820,250,0
13629,0,0,250,5610,250,0,250,5820,250,9
13639,0,0,250,5610,250,10,250,5820,250,0
13649,0,0,250,5610,250,0,250,5820,250,9
13659,0,0,250,5610,250,10,250,5730,250,0
13669,0,0,250,5550,250,0,250,5730,250,9
13679,0,0,250,5550,250,10,250,5730,250,0
13689,0,0,250,5550,250,0,250,5730,250,9
13699,0,0,250,5550,250,10,250,5730,250,0
13709,0,0,250,5520,250,0,250,5730,250,9
13719,0,0,300,5520,300,10,300,5700,300,0
13729,0,0,300,5520,300,0,300,5700,300,9
